model_family,model_size,experiment_type,seed,step,k,sparsity,learning_rate,iteration_num
Qwen,1.5B,SFT,1337,177,1,96.58530397344819,2e-05,1
Qwen,1.5B,SFT,1337,178,1,96.57797891338319,2e-05,1
Qwen,1.5B,SFT,1337,179,1,96.61140206679072,2e-05,1
Qwen,1.5B,SFT,1337,180,1,96.57365615755802,2e-05,1
Qwen,1.5B,SFT,1337,181,1,96.59455134516911,2e-05,1
Qwen,1.5B,SFT,1337,182,1,96.65904242343537,2e-05,1
Qwen,1.5B,SFT,1337,183,1,96.69401851963406,2e-05,1
Qwen,1.5B,SFT,1337,184,1,96.69364448669383,2e-05,1
Qwen,1.5B,SFT,1337,185,1,96.6713590159232,2e-05,1
Qwen,1.5B,SFT,1337,186,1,96.6867964579021,2e-05,1
Qwen,1.5B,SFT,1337,187,1,96.63216970489378,2e-05,1
Qwen,1.5B,SFT,1337,188,1,96.59419499684833,2e-05,1
Qwen,1.5B,SFT,1337,189,1,96.6045171788471,2e-05,1
Qwen,1.5B,SFT,1337,190,1,96.56326718858985,2e-05,1
Qwen,1.5B,SFT,1337,191,1,96.59313871331466,2e-05,1
Qwen,1.5B,SFT,1337,192,1,96.59756343101165,2e-05,1
Qwen,1.5B,SFT,1337,193,1,96.59596384746591,2e-05,1
Qwen,1.5B,SFT,1337,194,1,96.51042962675042,2e-05,1
Qwen,1.5B,SFT,1337,195,1,96.53298289318695,2e-05,1
Qwen,1.5B,SFT,1337,196,1,96.54423309664428,2e-05,1
Qwen,1.5B,SFT,1337,197,1,96.51133491084111,2e-05,1
Qwen,1.5B,SFT,1337,198,1,96.49889323044066,2e-05,1
Qwen,1.5B,SFT,1337,199,1,96.55102256537748,2e-05,1
Qwen,1.5B,SFT,2024,0,1,98.7825345045193,2e-05,1
Qwen,1.5B,SFT,2024,1,1,97.65905414581168,2e-05,1
Qwen,1.5B,SFT,2024,2,1,97.4859148548772,2e-05,1
Qwen,1.5B,SFT,2024,3,1,95.90543115159215,2e-05,1
Qwen,1.5B,SFT,2024,4,1,95.38196913669331,2e-05,1
Qwen,1.5B,SFT,2024,5,1,95.32888418451813,2e-05,1
Qwen,1.5B,SFT,2024,6,1,95.32186591697216,2e-05,1
Qwen,1.5B,SFT,2024,7,1,94.12948517966184,2e-05,1
Qwen,1.5B,SFT,2024,8,1,93.33390668640199,2e-05,1
Qwen,1.5B,SFT,2024,9,1,93.07792253248435,2e-05,1
Qwen,1.5B,SFT,2024,10,1,92.9804558577181,2e-05,1
Qwen,1.5B,SFT,2024,11,1,92.92174719655898,2e-05,1
Qwen,1.5B,SFT,2024,12,1,92.87569728964564,2e-05,1
Qwen,1.5B,SFT,2024,13,1,93.1734071695173,2e-05,1
Qwen,1.5B,SFT,2024,14,1,93.12606861742209,2e-05,1
Qwen,1.5B,SFT,2024,15,1,92.81145729410822,2e-05,1
Qwen,1.5B,SFT,2024,16,1,92.72218261443278,2e-05,1
Qwen,1.5B,SFT,2024,17,1,92.72496188517535,2e-05,1
Qwen,1.5B,SFT,2024,18,1,92.56177909976793,2e-05,1
Qwen,1.5B,SFT,2024,19,1,92.66080364051612,2e-05,1
Qwen,1.5B,SFT,2024,20,1,93.09758595072265,2e-05,1
Qwen,1.5B,SFT,2024,21,1,93.29243340353216,2e-05,1
Qwen,1.5B,SFT,2024,22,1,93.429905991206,2e-05,1
Qwen,1.5B,SFT,2024,23,1,93.59198371462392,2e-05,1
Qwen,1.5B,SFT,2024,24,1,93.81310701387399,2e-05,1
Qwen,1.5B,SFT,2024,25,1,94.01331251770276,2e-05,1
Qwen,1.5B,SFT,2024,26,1,94.19150028164796,2e-05,1
Qwen,1.5B,SFT,2024,27,1,94.31922832011279,2e-05,1
Qwen,1.5B,SFT,2024,28,1,94.43849365277373,2e-05,1
Qwen,1.5B,SFT,2024,29,1,94.5004609479864,2e-05,1
Qwen,1.5B,SFT,2024,30,1,94.58335251650296,2e-05,1
Qwen,1.5B,SFT,2024,31,1,94.721174974615,2e-05,1
Qwen,1.5B,SFT,2024,32,1,94.78655352279485,2e-05,1
Qwen,1.5B,SFT,2024,33,1,94.90684527595074,2e-05,1
Qwen,1.5B,SFT,2024,34,1,94.99975961873318,2e-05,1
Qwen,1.5B,SFT,2024,35,1,95.10701754824188,2e-05,1
Qwen,1.5B,SFT,2024,36,1,95.12700550839749,2e-05,1
Qwen,1.5B,SFT,2024,37,1,95.20758680487033,2e-05,1
Qwen,1.5B,SFT,2024,38,1,95.25691646373447,2e-05,1
Qwen,1.5B,SFT,2024,39,1,95.23354128355605,2e-05,1
Qwen,1.5B,SFT,2024,40,1,95.28867862326939,2e-05,1
Qwen,1.5B,SFT,2024,41,1,95.31982616130504,2e-05,1
Qwen,1.5B,SFT,2024,42,1,95.41266523109188,2e-05,1
Qwen,1.5B,SFT,2024,43,1,95.43949985968389,2e-05,1
Qwen,1.5B,SFT,2024,44,1,95.49334803598477,2e-05,1
Qwen,1.5B,SFT,2024,45,1,95.58464096475717,2e-05,1
Qwen,1.5B,SFT,2024,46,1,95.60318079426179,2e-05,1
Qwen,1.5B,SFT,2024,47,1,95.65989051041403,2e-05,1
Qwen,1.5B,SFT,2024,48,1,95.71168046908245,2e-05,1
Qwen,1.5B,SFT,2024,49,1,95.69162947912932,2e-05,1
Qwen,1.5B,SFT,2024,50,1,95.72316180339028,2e-05,1
Qwen,1.5B,SFT,2024,51,1,95.78699680170872,2e-05,1
Qwen,1.5B,SFT,2024,52,1,95.82226686421895,2e-05,1
Qwen,1.5B,SFT,2024,53,1,95.71203765952797,2e-05,1
Qwen,1.5B,SFT,2024,54,1,95.7300316626463,2e-05,1
Qwen,1.5B,SFT,2024,55,1,95.80253277228168,2e-05,1
Qwen,1.5B,SFT,2024,56,1,95.82201059918403,2e-05,1
Qwen,1.5B,SFT,2024,57,1,95.88476333765966,2e-05,1
Qwen,1.5B,SFT,2024,58,1,95.98812780062185,2e-05,1
Qwen,1.5B,SFT,2024,59,1,96.02657921604644,2e-05,1
Qwen,1.5B,SFT,2024,60,1,96.11200085116268,2e-05,1
Qwen,1.5B,SFT,2024,61,1,96.14669606637266,2e-05,1
Qwen,1.5B,SFT,2024,62,1,96.16442778002529,2e-05,1
Qwen,1.5B,SFT,2024,63,1,96.16255444116167,2e-05,1
Qwen,1.5B,SFT,2024,64,1,96.2026713849767,2e-05,1
Qwen,1.5B,SFT,2024,65,1,96.24170710541009,2e-05,1
Qwen,1.5B,SFT,2024,66,1,96.24345153441035,2e-05,1
Qwen,1.5B,SFT,2024,67,1,96.30407499288158,2e-05,1
Qwen,1.5B,SFT,2024,68,1,96.31501205549495,2e-05,1
Qwen,1.5B,SFT,2024,69,1,96.28159881324775,2e-05,1
Qwen,1.5B,SFT,2024,70,1,96.34179363022861,2e-05,1
Qwen,1.5B,SFT,2024,71,1,96.31064090988691,2e-05,1
Qwen,1.5B,SFT,2024,72,1,96.29177245739896,2e-05,1
Qwen,1.5B,SFT,2024,73,1,96.2834676823724,2e-05,1
Qwen,1.5B,SFT,2024,74,1,96.27690649422136,2e-05,1
Qwen,1.5B,SFT,2024,75,1,96.31217629761628,2e-05,1
Qwen,1.5B,SFT,2024,76,1,96.2982018854183,2e-05,1
Qwen,1.5B,SFT,2024,77,1,96.35088164603805,2e-05,1
Qwen,1.5B,SFT,2024,78,1,96.35887774995962,2e-05,1
Qwen,1.5B,SFT,2024,79,1,96.33582225328658,2e-05,1
Qwen,1.5B,SFT,2024,80,1,96.37994550836267,2e-05,1
Qwen,1.5B,SFT,2024,81,1,96.33540274561064,2e-05,1
Qwen,1.5B,SFT,2024,82,1,96.332242316257,2e-05,1
Qwen,1.5B,SFT,2024,83,1,96.31747714893235,2e-05,1
Qwen,1.5B,SFT,2024,84,1,96.31119865557713,2e-05,1
Qwen,1.5B,SFT,2024,85,1,96.29170288494004,2e-05,1
Qwen,1.5B,SFT,2024,86,1,96.30297608488053,2e-05,1
Qwen,1.5B,SFT,2024,87,1,96.32260931618602,2e-05,1
Qwen,1.5B,SFT,2024,88,1,96.31776910710028,2e-05,1
Qwen,1.5B,SFT,2024,89,1,96.33565985277028,2e-05,1
Qwen,1.5B,SFT,2024,90,1,96.36036060206125,2e-05,1
Qwen,1.5B,SFT,2024,91,1,96.37023056307704,2e-05,1
Qwen,1.5B,SFT,2024,92,1,96.35795465169183,2e-05,1
Qwen,1.5B,SFT,2024,93,1,96.34277431687256,2e-05,1
Qwen,1.5B,SFT,2024,94,1,96.32506423934774,2e-05,1
Qwen,1.5B,SFT,2024,95,1,96.34470984340895,2e-05,1
Qwen,1.5B,SFT,2024,96,1,96.34081488694945,2e-05,1
Qwen,1.5B,SFT,2024,97,1,96.35476708001016,2e-05,1
Qwen,1.5B,SFT,2024,98,1,96.41478803062253,2e-05,1
Qwen,1.5B,SFT,2024,99,1,96.38307724069648,2e-05,1
Qwen,1.5B,SFT,2024,100,1,96.3355663121458,2e-05,1
Qwen,1.5B,SFT,2024,101,1,96.36190318024028,2e-05,1
Qwen,1.5B,SFT,2024,102,1,96.37920579895074,2e-05,1
Qwen,1.5B,SFT,2024,103,1,96.4105479325791,2e-05,1
Qwen,1.5B,SFT,2024,104,1,96.42281756041822,2e-05,1
Qwen,1.5B,SFT,2024,105,1,96.37725563239971,2e-05,1
Qwen,1.5B,SFT,2024,106,1,96.401537521803,2e-05,1
Qwen,1.5B,SFT,2024,107,1,96.40069138078026,2e-05,1
Qwen,1.5B,SFT,2024,108,1,96.2730053837734,2e-05,1
Qwen,1.5B,SFT,2024,109,1,96.29171273132155,2e-05,1
Qwen,1.5B,SFT,2024,110,1,96.39036861577206,2e-05,1
Qwen,1.5B,SFT,2024,111,1,96.41990536352509,2e-05,1
Qwen,1.5B,SFT,2024,112,1,96.4020246585731,2e-05,1
Qwen,1.5B,SFT,2024,113,1,96.46224687699726,2e-05,1
Qwen,1.5B,SFT,2024,114,1,96.47330319742895,2e-05,1
Qwen,1.5B,SFT,2024,115,1,96.49925871257588,2e-05,1
Qwen,1.5B,SFT,2024,116,1,96.49501537559115,2e-05,1
Qwen,1.5B,SFT,2024,117,1,96.48081980848187,2e-05,1
Qwen,1.5B,SFT,2024,118,1,96.46883656783166,2e-05,1
Qwen,1.5B,SFT,2024,119,1,96.46737677699203,2e-05,1
Qwen,1.5B,SFT,2024,120,1,96.52973229170779,2e-05,1
Qwen,1.5B,SFT,2024,121,1,96.5367336519802,2e-05,1
Qwen,1.5B,SFT,2024,122,1,96.5673221487491,2e-05,1
Qwen,1.5B,SFT,2024,123,1,96.58218299439946,2e-05,1
Qwen,1.5B,SFT,2024,124,1,96.64906907541358,2e-05,1
Qwen,1.5B,SFT,2024,125,1,96.70385712769816,2e-05,1
Qwen,1.5B,SFT,2024,126,1,96.71361508612412,2e-05,1
Qwen,1.5B,SFT,2024,127,1,96.7241614028602,2e-05,1
Qwen,1.5B,SFT,2024,128,1,96.7298314934834,2e-05,1
Qwen,1.5B,SFT,2024,129,1,96.69905015015007,2e-05,1
Qwen,1.5B,SFT,2024,130,1,96.70622058315786,2e-05,1
Qwen,1.5B,SFT,2024,131,1,96.70472017599442,2e-05,1
Qwen,1.5B,SFT,2024,132,1,96.71094898399024,2e-05,1
Qwen,1.5B,SFT,2024,133,1,96.66172692275578,2e-05,1
Qwen,1.5B,SFT,2024,134,1,96.6475459308823,2e-05,1
Qwen,1.5B,SFT,2024,135,1,96.64099892929411,2e-05,1
Qwen,1.5B,SFT,2024,136,1,96.65342856083298,2e-05,1
Qwen,1.5B,SFT,2024,137,1,96.67071569740408,2e-05,1
Qwen,1.5B,SFT,2024,138,1,96.67254492188731,2e-05,1
Qwen,1.5B,SFT,2024,139,1,96.64943494622176,2e-05,1
Qwen,1.5B,SFT,2024,140,1,96.59552484136339,2e-05,1
Qwen,1.5B,SFT,2024,141,1,96.57860292781221,2e-05,1
Qwen,1.5B,SFT,2024,142,1,96.58963638131839,2e-05,1
Qwen,1.5B,SFT,2024,143,1,96.60098686239809,2e-05,1
Qwen,1.5B,SFT,2024,144,1,96.64848347482825,2e-05,1
Qwen,1.5B,SFT,2024,145,1,96.64693688036203,2e-05,1
Qwen,1.5B,SFT,2024,146,1,96.68713246567158,2e-05,1
Qwen,1.5B,SFT,2024,147,1,96.70956368880029,2e-05,1
Qwen,1.5B,SFT,2024,148,1,96.73261322582135,2e-05,1
Qwen,1.5B,SFT,2024,149,1,96.7187357227468,2e-05,1
Qwen,1.5B,SFT,2024,150,1,96.69390463845828,2e-05,1
Qwen,1.5B,SFT,2024,151,1,96.72586515075784,2e-05,1
Qwen,1.5B,SFT,2024,152,1,96.72074885431651,2e-05,1
Qwen,1.5B,SFT,2024,153,1,96.7337144010813,2e-05,1
Qwen,1.5B,SFT,2024,154,1,96.70515270421437,2e-05,1
Qwen,1.5B,SFT,2024,155,1,96.69387892126443,2e-05,1
Qwen,1.5B,SFT,2024,156,1,96.7034012143221,2e-05,1
Qwen,1.5B,SFT,2024,157,1,96.68980511046686,2e-05,1
Qwen,1.5B,SFT,2024,158,1,96.690313429913,2e-05,1
Qwen,1.5B,SFT,2024,159,1,96.62252776534484,2e-05,1
Qwen,1.5B,SFT,2024,160,1,96.64019988247775,2e-05,1
Qwen,1.5B,SFT,2024,161,1,96.61497954222493,2e-05,1
Qwen,1.5B,SFT,2024,162,1,96.61965806336144,2e-05,1
Qwen,1.5B,SFT,2024,163,1,96.5249818012958,2e-05,1
Qwen,1.5B,SFT,2024,164,1,96.57806098815549,2e-05,1
Qwen,1.5B,SFT,2024,165,1,96.58177585947925,2e-05,1
Qwen,1.5B,SFT,2024,166,1,96.55687520273182,2e-05,1
Qwen,1.5B,SFT,2024,167,1,96.5874697239315,2e-05,1
Qwen,1.5B,SFT,2024,168,1,96.60872903332248,2e-05,1
Qwen,1.5B,SFT,2024,169,1,96.6075083411289,2e-05,1
Qwen,1.5B,SFT,2024,170,1,96.62053685291238,2e-05,1
Qwen,1.5B,SFT,2024,171,1,96.59016400485461,2e-05,1
Qwen,1.5B,SFT,2024,172,1,96.61931078407628,2e-05,1
Qwen,1.5B,SFT,2024,173,1,96.57277134357628,2e-05,1
Qwen,1.5B,SFT,2024,174,1,96.60649273869785,2e-05,1
Qwen,1.5B,SFT,2024,175,1,96.56795516743492,2e-05,1
Qwen,1.5B,SFT,2024,176,1,96.56077631317977,2e-05,1
Qwen,1.5B,SFT,2024,177,1,96.58947184310084,2e-05,1
Qwen,1.5B,SFT,2024,178,1,96.57637175071483,2e-05,1
Qwen,1.5B,SFT,2024,179,1,96.61754692142827,2e-05,1
Qwen,1.5B,SFT,2024,180,1,96.59515411214328,2e-05,1
Qwen,1.5B,SFT,2024,181,1,96.61398557592169,2e-05,1
Qwen,1.5B,SFT,2024,182,1,96.65191461489496,2e-05,1
Qwen,1.5B,SFT,2024,183,1,96.68815007624623,2e-05,1
Qwen,1.5B,SFT,2024,184,1,96.6877183253722,2e-05,1
Qwen,1.5B,SFT,2024,185,1,96.66945872906805,2e-05,1
Qwen,1.5B,SFT,2024,186,1,96.68213898988397,2e-05,1
Qwen,1.5B,SFT,2024,187,1,96.56979611688563,2e-05,1
Qwen,1.5B,SFT,2024,188,1,96.58391362550981,2e-05,1
Qwen,1.5B,SFT,2024,189,1,96.59610668477683,2e-05,1
Qwen,1.5B,SFT,2024,190,1,96.59468912973162,2e-05,1
Qwen,1.5B,SFT,2024,191,1,96.60652020491999,2e-05,1
Qwen,1.5B,SFT,2024,192,1,96.6019250541323,2e-05,1
Qwen,1.5B,SFT,2024,193,1,96.59735678655731,2e-05,1
Qwen,1.5B,SFT,2024,194,1,96.50838455921958,2e-05,1
Qwen,1.5B,SFT,2024,195,1,96.51842974695919,2e-05,1
Qwen,1.5B,SFT,2024,196,1,96.55023466051915,2e-05,1
Qwen,1.5B,SFT,2024,197,1,96.50764316555818,2e-05,1
Qwen,1.5B,SFT,2024,198,1,96.5161446090999,2e-05,1
Qwen,1.5B,SFT,2024,199,1,96.49978912160161,2e-05,1
Qwen,1.5B,SFT,9999,0,1,98.78252802663671,2e-05,1
Qwen,1.5B,SFT,9999,1,1,97.67586327942712,2e-05,1
Qwen,1.5B,SFT,9999,2,1,97.48378874903526,2e-05,1
Qwen,1.5B,SFT,9999,3,1,95.87098436317916,2e-05,1
Qwen,1.5B,SFT,9999,4,1,95.3764011374996,2e-05,1
Qwen,1.5B,SFT,9999,5,1,95.32625371073844,2e-05,1
Qwen,1.5B,SFT,9999,6,1,95.31695380338978,2e-05,1
Qwen,1.5B,SFT,9999,7,1,94.13819508146503,2e-05,1
Qwen,1.5B,SFT,9999,8,1,93.3428131919415,2e-05,1
Qwen,1.5B,SFT,9999,9,1,93.07463571964155,2e-05,1
Qwen,1.5B,SFT,9999,10,1,92.97731052183086,2e-05,1
Qwen,1.5B,SFT,9999,11,1,92.91866553825753,2e-05,1
Qwen,1.5B,SFT,9999,12,1,92.87848472252026,2e-05,1
Qwen,1.5B,SFT,9999,13,1,93.19709898859627,2e-05,1
Qwen,1.5B,SFT,9999,14,1,93.14356162110163,2e-05,1
Qwen,1.5B,SFT,9999,15,1,92.82239940947001,2e-05,1
Qwen,1.5B,SFT,9999,16,1,92.75654875320765,2e-05,1
Qwen,1.5B,SFT,9999,17,1,92.78855409245466,2e-05,1
Qwen,1.5B,SFT,9999,18,1,92.62502363908911,2e-05,1
Qwen,1.5B,SFT,9999,19,1,92.68429704205164,2e-05,1
Qwen,1.5B,SFT,9999,20,1,93.14424102142672,2e-05,1
Qwen,1.5B,SFT,9999,21,1,93.3250674860625,2e-05,1
Qwen,1.5B,SFT,9999,22,1,93.45991290367677,2e-05,1
Qwen,1.5B,SFT,9999,23,1,93.63574887235093,2e-05,1
Qwen,1.5B,SFT,9999,24,1,93.79804269793175,2e-05,1
Qwen,1.5B,SFT,9999,25,1,94.00113921597763,2e-05,1
Qwen,1.5B,SFT,9999,26,1,94.18026659679121,2e-05,1
Qwen,1.5B,SFT,9999,27,1,94.31905937693507,2e-05,1
Qwen,1.5B,SFT,9999,28,1,94.43139272744602,2e-05,1
Qwen,1.5B,SFT,9999,29,1,94.5008743016739,2e-05,1
Qwen,1.5B,SFT,9999,30,1,94.58048352708663,2e-05,1
Qwen,1.5B,SFT,9999,31,1,94.72524826718197,2e-05,1
Qwen,1.5B,SFT,9999,32,1,94.78905249555815,2e-05,1
Qwen,1.5B,SFT,9999,33,1,94.90613270886683,2e-05,1
Qwen,1.5B,SFT,9999,34,1,94.9967353544714,2e-05,1
Qwen,1.5B,SFT,9999,35,1,95.10815772035497,2e-05,1
Qwen,1.5B,SFT,9999,36,1,95.13216442930621,2e-05,1
Qwen,1.5B,SFT,9999,37,1,95.21584953843895,2e-05,1
Qwen,1.5B,SFT,9999,38,1,95.26969525314446,2e-05,1
Qwen,1.5B,SFT,9999,39,1,95.24031863864883,2e-05,1
Qwen,1.5B,SFT,9999,40,1,95.29799556744925,2e-05,1
Qwen,1.5B,SFT,9999,41,1,95.32862895594442,2e-05,1
Qwen,1.5B,SFT,9999,42,1,95.42449701884735,2e-05,1
Qwen,1.5B,SFT,9999,43,1,95.44977682606223,2e-05,1
Qwen,1.5B,SFT,9999,44,1,95.50306835791295,2e-05,1
Qwen,1.5B,SFT,9999,45,1,95.59029149217497,2e-05,1
Qwen,1.5B,SFT,9999,46,1,95.61847449202622,2e-05,1
Qwen,1.5B,SFT,9999,47,1,95.67216214639674,2e-05,1
Qwen,1.5B,SFT,9999,48,1,95.72302149245357,2e-05,1
Qwen,1.5B,SFT,9999,49,1,95.718580256156,2e-05,1
Qwen,1.5B,SFT,9999,50,1,95.74796989119562,2e-05,1
Qwen,1.5B,SFT,9999,51,1,95.80174629255751,2e-05,1
Qwen,1.5B,SFT,9999,52,1,95.83607401748867,2e-05,1
Qwen,1.5B,SFT,9999,53,1,95.72186221058686,2e-05,1
Qwen,1.5B,SFT,9999,54,1,95.74228988941208,2e-05,1
Qwen,1.5B,SFT,9999,55,1,95.81553582598661,2e-05,1
Qwen,1.5B,SFT,9999,56,1,95.83545531492335,2e-05,1
Qwen,1.5B,SFT,9999,57,1,95.89504438510404,2e-05,1
Qwen,1.5B,SFT,9999,58,1,95.99637751364646,2e-05,1
Qwen,1.5B,SFT,9999,59,1,96.03668555499762,2e-05,1
Qwen,1.5B,SFT,9999,60,1,96.11759612224205,2e-05,1
Qwen,1.5B,SFT,9999,61,1,96.14527248689664,2e-05,1
Qwen,1.5B,SFT,9999,62,1,96.16168964383711,2e-05,1
Qwen,1.5B,SFT,9999,63,1,96.15858408214892,2e-05,1
Qwen,1.5B,SFT,9999,64,1,96.20057844589357,2e-05,1
Qwen,1.5B,SFT,9999,65,1,96.24653934670026,2e-05,1
Qwen,1.5B,SFT,9999,66,1,96.2478927707079,2e-05,1
Qwen,1.5B,SFT,9999,67,1,96.31826187962822,2e-05,1
Qwen,1.5B,SFT,9999,68,1,96.32861366555039,2e-05,1
Qwen,1.5B,SFT,9999,69,1,96.28619020686357,2e-05,1
Qwen,1.5B,SFT,9999,70,1,96.34885458702078,2e-05,1
Qwen,1.5B,SFT,9999,71,1,96.32090207023177,2e-05,1
Qwen,1.5B,SFT,9999,72,1,96.30402310504212,2e-05,1
Qwen,1.5B,SFT,9999,73,1,96.29256211128559,2e-05,1
Qwen,1.5B,SFT,9999,74,1,96.27894566687904,2e-05,1
Qwen,1.5B,SFT,9999,75,1,96.31023565355264,2e-05,1
Qwen,1.5B,SFT,9999,76,1,96.30438696770669,2e-05,1
Qwen,1.5B,SFT,9999,77,1,96.35203542170456,2e-05,1
Qwen,1.5B,SFT,9999,78,1,96.36196757039312,2e-05,1
Qwen,1.5B,SFT,9999,79,1,96.33876923640918,2e-05,1
Qwen,1.5B,SFT,9999,80,1,96.38026972638585,2e-05,1
Qwen,1.5B,SFT,9999,81,1,96.32900959373374,2e-05,1
Qwen,1.5B,SFT,9999,82,1,96.32483336761256,2e-05,1
Qwen,1.5B,SFT,9999,83,1,96.30475957551275,2e-05,1
Qwen,1.5B,SFT,9999,84,1,96.31407872217268,2e-05,1
Qwen,1.5B,SFT,9999,85,1,96.27665949255854,2e-05,1
Qwen,1.5B,SFT,9999,86,1,96.30561640504175,2e-05,1
Qwen,1.5B,SFT,9999,87,1,96.32589502778876,2e-05,1
Qwen,1.5B,SFT,9999,88,1,96.31591552577852,2e-05,1
Qwen,1.5B,SFT,9999,89,1,96.33163961406164,2e-05,1
Qwen,1.5B,SFT,9999,90,1,96.35984962668326,2e-05,1
Qwen,1.5B,SFT,9999,91,1,96.36589977467747,2e-05,1
Qwen,1.5B,SFT,9999,92,1,96.3500603153056,2e-05,1
Qwen,1.5B,SFT,9999,93,1,96.33413683779663,2e-05,1
Qwen,1.5B,SFT,9999,94,1,96.2956406602034,2e-05,1
Qwen,1.5B,SFT,9999,95,1,96.32894896075278,2e-05,1
Qwen,1.5B,SFT,9999,96,1,96.3290679594558,2e-05,1
Qwen,1.5B,SFT,9999,97,1,96.34884584187931,2e-05,1
Qwen,1.5B,SFT,9999,98,1,96.41191962421564,2e-05,1
Qwen,1.5B,SFT,9999,99,1,96.38281572857667,2e-05,1
Qwen,1.5B,SFT,9999,100,1,96.34044247347985,2e-05,1
Qwen,1.5B,SFT,9999,101,1,96.36850887144465,2e-05,1
Qwen,1.5B,SFT,9999,102,1,96.38719730357568,2e-05,1
Qwen,1.5B,SFT,9999,103,1,96.42887781390928,2e-05,1
Qwen,1.5B,SFT,9999,104,1,96.43435590009277,2e-05,1
Qwen,1.5B,SFT,9999,105,1,96.395229942755,2e-05,1
Qwen,1.5B,SFT,9999,106,1,96.41851307222194,2e-05,1
Qwen,1.5B,SFT,9999,107,1,96.4058440829217,2e-05,1
Qwen,1.5B,SFT,9999,108,1,96.2856163312457,2e-05,1
Qwen,1.5B,SFT,9999,109,1,96.29721459133413,2e-05,1
Qwen,1.5B,SFT,9999,110,1,96.39961780130011,2e-05,1
Qwen,1.5B,SFT,9999,111,1,96.42601199865541,2e-05,1
Qwen,1.5B,SFT,9999,112,1,96.41071072176837,2e-05,1
Qwen,1.5B,SFT,9999,113,1,96.47348729885191,2e-05,1
Qwen,1.5B,SFT,9999,114,1,96.48036059138569,2e-05,1
Qwen,1.5B,SFT,9999,115,1,96.50869297120927,2e-05,1
Qwen,1.5B,SFT,9999,116,1,96.49665168873113,2e-05,1
Qwen,1.5B,SFT,9999,117,1,96.48372740607837,2e-05,1
Qwen,1.5B,SFT,9999,118,1,96.46892563871715,2e-05,1
Qwen,1.5B,SFT,9999,119,1,96.47769286978118,2e-05,1
Qwen,1.5B,SFT,9999,120,1,96.5401444514956,2e-05,1
Qwen,1.5B,SFT,9999,121,1,96.54373727951153,2e-05,1
Qwen,1.5B,SFT,9999,122,1,96.56764060145679,2e-05,1
Qwen,1.5B,SFT,9999,123,1,96.58038389207022,2e-05,1
Qwen,1.5B,SFT,9999,124,1,96.63855346384094,2e-05,1
Qwen,1.5B,SFT,9999,125,1,96.69227622833506,2e-05,1
Qwen,1.5B,SFT,9999,126,1,96.70873562106993,2e-05,1
Qwen,1.5B,SFT,9999,127,1,96.71774758653788,2e-05,1
Qwen,1.5B,SFT,9999,128,1,96.72383394589573,2e-05,1
Qwen,1.5B,SFT,9999,129,1,96.70210809940127,2e-05,1
Qwen,1.5B,SFT,9999,130,1,96.69957233226492,2e-05,1
Qwen,1.5B,SFT,9999,131,1,96.71338427916776,2e-05,1
Qwen,1.5B,SFT,9999,132,1,96.72637321108868,2e-05,1
Qwen,1.5B,SFT,9999,133,1,96.67474325612001,2e-05,1
Qwen,1.5B,SFT,9999,134,1,96.66225338027314,2e-05,1
Qwen,1.5B,SFT,9999,135,1,96.6581141428615,2e-05,1
Qwen,1.5B,SFT,9999,136,1,96.67584184022692,2e-05,1
Qwen,1.5B,SFT,9999,137,1,96.68775777567713,2e-05,1
Qwen,1.5B,SFT,9999,138,1,96.68618824950657,2e-05,1
Qwen,1.5B,SFT,9999,139,1,96.6655390918759,2e-05,1
Qwen,1.5B,SFT,9999,140,1,96.57704648696446,2e-05,1
Qwen,1.5B,SFT,9999,141,1,96.56517343509697,2e-05,1
Qwen,1.5B,SFT,9999,142,1,96.5705185951299,2e-05,1
Qwen,1.5B,SFT,9999,143,1,96.58119751412241,2e-05,1
Qwen,1.5B,SFT,9999,144,1,96.63490492603482,2e-05,1
Qwen,1.5B,SFT,9999,145,1,96.63177559051755,2e-05,1
Qwen,1.5B,SFT,9999,146,1,96.68064661529495,2e-05,1
Qwen,1.5B,SFT,9999,147,1,96.70607405345388,2e-05,1
Qwen,1.5B,SFT,9999,148,1,96.72577005544156,2e-05,1
Qwen,1.5B,SFT,9999,149,1,96.71634674442973,2e-05,1
Qwen,1.5B,SFT,9999,150,1,96.68752379455829,2e-05,1
Qwen,1.5B,SFT,9999,151,1,96.71882926337126,2e-05,1
Qwen,1.5B,SFT,9999,152,1,96.71733248382208,2e-05,1
Qwen,1.5B,SFT,9999,153,1,96.73106416975973,2e-05,1
Qwen,1.5B,SFT,9999,154,1,96.70617154558671,2e-05,1
Qwen,1.5B,SFT,9999,155,1,96.6783585623885,2e-05,1
Qwen,1.5B,SFT,9999,156,1,96.6795918864531,2e-05,1
Qwen,1.5B,SFT,9999,157,1,96.66598541798574,2e-05,1
Qwen,1.5B,SFT,9999,158,1,96.66552769080255,2e-05,1
Qwen,1.5B,SFT,9999,159,1,96.60391855771779,2e-05,1
Qwen,1.5B,SFT,9999,160,1,96.63098710264978,2e-05,1
Qwen,1.5B,SFT,9999,161,1,96.60712757119079,2e-05,1
Qwen,1.5B,SFT,9999,162,1,96.60893146715314,2e-05,1
Qwen,1.5B,SFT,9999,163,1,96.50870301192727,2e-05,1
Qwen,1.5B,SFT,9999,164,1,96.56940245596117,2e-05,1
