model_family,model_size,experiment_type,seed,step,k,sparsity,learning_rate,iteration_num
Qwen,1.5B,SFT,9999,88,1,98.28122114751099,3e-06,1
Qwen,1.5B,SFT,9999,89,1,98.29457815272016,3e-06,1
Qwen,1.5B,SFT,9999,90,1,98.33546155960215,3e-06,1
Qwen,1.5B,SFT,9999,91,1,98.34862772639049,3e-06,1
Qwen,1.5B,SFT,9999,92,1,98.37787245119677,3e-06,1
Qwen,1.5B,SFT,9999,93,1,98.38860850511365,3e-06,1
Qwen,1.5B,SFT,9999,94,1,98.41955024081969,3e-06,1
Qwen,1.5B,SFT,9999,95,1,98.44282961311474,3e-06,1
Qwen,1.5B,SFT,9999,96,1,98.46654559469575,3e-06,1
Qwen,1.5B,SFT,9999,97,1,98.47286133587578,3e-06,1
Qwen,1.5B,SFT,9999,98,1,98.4788677581626,3e-06,1
Qwen,1.5B,SFT,42,0,1,98.78253353283691,2e-05,1
Qwen,1.5B,SFT,42,1,1,97.69762896489945,2e-05,1
Qwen,1.5B,SFT,42,2,1,97.48818632440424,2e-05,1
Qwen,1.5B,SFT,42,3,1,95.88357885682971,2e-05,1
Qwen,1.5B,SFT,42,4,1,95.37355799483478,2e-05,1
Qwen,1.5B,SFT,42,5,1,95.32049850073813,2e-05,1
Qwen,1.5B,SFT,42,6,1,95.31814735325533,2e-05,1
Qwen,1.5B,SFT,42,7,1,94.14309287892691,2e-05,1
Qwen,1.5B,SFT,42,8,1,93.34046716198596,2e-05,1
Qwen,1.5B,SFT,42,9,1,93.07688918065502,2e-05,1
Qwen,1.5B,SFT,42,10,1,92.98194849142241,2e-05,1
Qwen,1.5B,SFT,42,11,1,92.9245782903622,2e-05,1
Qwen,1.5B,SFT,42,12,1,92.88044907563415,2e-05,1
Qwen,1.5B,SFT,42,13,1,93.17153499667255,2e-05,1
Qwen,1.5B,SFT,42,14,1,93.12193598745068,2e-05,1
Qwen,1.5B,SFT,42,15,1,92.84342240570442,2e-05,1
Qwen,1.5B,SFT,42,16,1,92.72065363980717,2e-05,1
Qwen,1.5B,SFT,42,17,1,92.56257743401723,2e-05,1
Qwen,1.5B,SFT,42,18,1,92.42492715802419,2e-05,1
Qwen,1.5B,SFT,42,19,1,92.56024319380796,2e-05,1
Qwen,1.5B,SFT,42,20,1,93.04635522765746,2e-05,1
Qwen,1.5B,SFT,42,21,1,93.23350442958647,2e-05,1
Qwen,1.5B,SFT,42,22,1,93.485208581704,2e-05,1
Qwen,1.5B,SFT,42,23,1,93.64304704920322,2e-05,1
Qwen,1.5B,SFT,42,24,1,93.7893857852081,2e-05,1
Qwen,1.5B,SFT,42,25,1,94.00443593998077,2e-05,1
Qwen,1.5B,SFT,42,26,1,94.17325150340771,2e-05,1
Qwen,1.5B,SFT,42,27,1,94.29992915321202,2e-05,1
Qwen,1.5B,SFT,42,28,1,94.4248034900634,2e-05,1
Qwen,1.5B,SFT,42,29,1,94.49214412409823,2e-05,1
Qwen,1.5B,SFT,42,30,1,94.56814011616491,2e-05,1
Qwen,1.5B,SFT,42,31,1,94.70608960555437,2e-05,1
Qwen,1.5B,SFT,42,32,1,94.77526484071498,2e-05,1
Qwen,1.5B,SFT,42,33,1,94.90107490770521,2e-05,1
Qwen,1.5B,SFT,42,34,1,94.9978389265479,2e-05,1
Qwen,1.5B,SFT,42,35,1,95.10465078906208,2e-05,1
Qwen,1.5B,SFT,42,36,1,95.1194952456695,2e-05,1
Qwen,1.5B,SFT,42,37,1,95.20031615901901,2e-05,1
Qwen,1.5B,SFT,42,38,1,95.2536776520016,2e-05,1
Qwen,1.5B,SFT,42,39,1,95.23520182397688,2e-05,1
Qwen,1.5B,SFT,42,40,1,95.29244065357835,2e-05,1
Qwen,1.5B,SFT,42,41,1,95.32683872831433,2e-05,1
Qwen,1.5B,SFT,42,42,1,95.4151765766109,2e-05,1
Qwen,1.5B,SFT,42,43,1,95.44062746470476,2e-05,1
Qwen,1.5B,SFT,42,44,1,95.48971439730857,2e-05,1
Qwen,1.5B,SFT,42,45,1,95.58031147193412,2e-05,1
Qwen,1.5B,SFT,42,46,1,95.60334533247934,2e-05,1
Qwen,1.5B,SFT,42,47,1,95.6492085468167,2e-05,1
Qwen,1.5B,SFT,42,48,1,95.69474754313089,2e-05,1
Qwen,1.5B,SFT,42,49,1,95.68685864816602,2e-05,1
Qwen,1.5B,SFT,42,50,1,95.72618619720971,2e-05,1
Qwen,1.5B,SFT,42,51,1,95.7865620710087,2e-05,1
Qwen,1.5B,SFT,42,52,1,95.82151374559007,2e-05,1
Qwen,1.5B,SFT,42,53,1,95.70876296032559,2e-05,1
Qwen,1.5B,SFT,42,54,1,95.72877313961845,2e-05,1
Qwen,1.5B,SFT,42,55,1,95.80061829886367,2e-05,1
Qwen,1.5B,SFT,42,56,1,95.8248445432556,2e-05,1
Qwen,1.5B,SFT,42,57,1,95.88982774626153,2e-05,1
Qwen,1.5B,SFT,42,58,1,95.98744963109444,2e-05,1
Qwen,1.5B,SFT,42,59,1,96.02771589010294,2e-05,1
Qwen,1.5B,SFT,42,60,1,96.10792574478859,2e-05,1
Qwen,1.5B,SFT,42,61,1,96.13227746576611,2e-05,1
Qwen,1.5B,SFT,42,62,1,96.14670565363888,2e-05,1
Qwen,1.5B,SFT,42,63,1,96.15368583123526,2e-05,1
Qwen,1.5B,SFT,42,64,1,96.19805252513875,2e-05,1
Qwen,1.5B,SFT,42,65,1,96.24167445688188,2e-05,1
Qwen,1.5B,SFT,42,66,1,96.23592229148639,2e-05,1
Qwen,1.5B,SFT,42,67,1,96.30029819300036,2e-05,1
Qwen,1.5B,SFT,42,68,1,96.30446638654713,2e-05,1
Qwen,1.5B,SFT,42,69,1,96.26839786022997,2e-05,1
Qwen,1.5B,SFT,42,70,1,96.33086939382277,2e-05,1
Qwen,1.5B,SFT,42,71,1,96.308167459981,2e-05,1
Qwen,1.5B,SFT,42,72,1,96.29371634040388,2e-05,1
Qwen,1.5B,SFT,42,73,1,96.28045404183804,2e-05,1
Qwen,1.5B,SFT,42,74,1,96.29341557231564,2e-05,1
Qwen,1.5B,SFT,42,75,1,96.33586261049506,2e-05,1
Qwen,1.5B,SFT,42,76,1,96.32828569035532,2e-05,1
Qwen,1.5B,SFT,42,77,1,96.37561452562663,2e-05,1
Qwen,1.5B,SFT,42,78,1,96.37019590640523,2e-05,1
Qwen,1.5B,SFT,42,79,1,96.33827335449759,2e-05,1
Qwen,1.5B,SFT,42,80,1,96.38541400727993,2e-05,1
Qwen,1.5B,SFT,42,81,1,96.33580709504133,2e-05,1
Qwen,1.5B,SFT,42,82,1,96.32902773180496,2e-05,1
Qwen,1.5B,SFT,42,83,1,96.32864605496329,2e-05,1
Qwen,1.5B,SFT,42,84,1,96.32614947901655,2e-05,1
Qwen,1.5B,SFT,42,85,1,96.29946772845346,2e-05,1
Qwen,1.5B,SFT,42,86,1,96.31685617910813,2e-05,1
Qwen,1.5B,SFT,42,87,1,96.32431021381531,2e-05,1
Qwen,1.5B,SFT,42,88,1,96.32371424861785,2e-05,1
Qwen,1.5B,SFT,42,89,1,96.33993253456308,2e-05,1
Qwen,1.5B,SFT,42,90,1,96.36050421671807,2e-05,1
Qwen,1.5B,SFT,42,91,1,96.35760037629346,2e-05,1
Qwen,1.5B,SFT,42,92,1,96.34947620463326,2e-05,1
Qwen,1.5B,SFT,42,93,1,96.34123219214533,2e-05,1
Qwen,1.5B,SFT,42,94,1,96.31074572202706,2e-05,1
Qwen,1.5B,SFT,42,95,1,96.34393172015332,2e-05,1
Qwen,1.5B,SFT,42,96,1,96.32291805206982,2e-05,1
Qwen,1.5B,SFT,42,97,1,96.34747440935807,2e-05,1
Qwen,1.5B,SFT,42,98,1,96.41430458624552,2e-05,1
Qwen,1.5B,SFT,42,99,1,96.37989821981982,2e-05,1
Qwen,1.5B,SFT,42,100,1,96.32974658243498,2e-05,1
Qwen,1.5B,SFT,42,101,1,96.36028759632455,2e-05,1
Qwen,1.5B,SFT,42,102,1,96.37458415362329,2e-05,1
Qwen,1.5B,SFT,42,103,1,96.4132343752643,2e-05,1
Qwen,1.5B,SFT,42,104,1,96.42577821187307,2e-05,1
Qwen,1.5B,SFT,42,105,1,96.3699972945253,2e-05,1
Qwen,1.5B,SFT,42,106,1,96.39193529167429,2e-05,1
Qwen,1.5B,SFT,42,107,1,96.37793237679296,2e-05,1
Qwen,1.5B,SFT,42,108,1,96.25797131954282,2e-05,1
Qwen,1.5B,SFT,42,109,1,96.27979809144789,2e-05,1
Qwen,1.5B,SFT,42,110,1,96.38165178263452,2e-05,1
Qwen,1.5B,SFT,42,111,1,96.41209012208517,2e-05,1
Qwen,1.5B,SFT,42,112,1,96.39645005193914,2e-05,1
Qwen,1.5B,SFT,42,113,1,96.45419098221947,2e-05,1
Qwen,1.5B,SFT,42,114,1,96.46056269230502,2e-05,1
Qwen,1.5B,SFT,42,115,1,96.4904446464208,2e-05,1
Qwen,1.5B,SFT,42,116,1,96.48422957153605,2e-05,1
Qwen,1.5B,SFT,42,117,1,96.46476696765777,2e-05,1
Qwen,1.5B,SFT,42,118,1,96.462958018947,2e-05,1
Qwen,1.5B,SFT,42,119,1,96.47776665286378,2e-05,1
Qwen,1.5B,SFT,42,120,1,96.54104073132952,2e-05,1
Qwen,1.5B,SFT,42,121,1,96.54562182511202,2e-05,1
Qwen,1.5B,SFT,42,122,1,96.57495043849772,2e-05,1
Qwen,1.5B,SFT,42,123,1,96.59221023840432,2e-05,1
Qwen,1.5B,SFT,42,124,1,96.64670438915618,2e-05,1
Qwen,1.5B,SFT,42,125,1,96.69554866027853,2e-05,1
Qwen,1.5B,SFT,42,126,1,96.71410947812271,2e-05,1
Qwen,1.5B,SFT,42,127,1,96.72342162866944,2e-05,1
Qwen,1.5B,SFT,42,128,1,96.71821768647678,2e-05,1
Qwen,1.5B,SFT,42,129,1,96.689099215602,2e-05,1
Qwen,1.5B,SFT,42,130,1,96.70448807346155,2e-05,1
Qwen,1.5B,SFT,42,131,1,96.70973865640879,2e-05,1
Qwen,1.5B,SFT,42,132,1,96.71804181196471,2e-05,1
Qwen,1.5B,SFT,42,133,1,96.65943608435981,2e-05,1
Qwen,1.5B,SFT,42,134,1,96.63668122621736,2e-05,1
Qwen,1.5B,SFT,42,135,1,96.63184302527522,2e-05,1
Qwen,1.5B,SFT,42,136,1,96.64886897362065,2e-05,1
Qwen,1.5B,SFT,42,137,1,96.66487005616293,2e-05,1
Qwen,1.5B,SFT,42,138,1,96.65797480360719,2e-05,1
Qwen,1.5B,SFT,42,139,1,96.65115987679545,2e-05,1
Qwen,1.5B,SFT,42,140,1,96.62215276072223,2e-05,1
Qwen,1.5B,SFT,42,141,1,96.60518155048462,2e-05,1
Qwen,1.5B,SFT,42,142,1,96.61506537416913,2e-05,1
Qwen,1.5B,SFT,42,143,1,96.62827727480848,2e-05,1
Qwen,1.5B,SFT,42,144,1,96.66864581958295,2e-05,1
Qwen,1.5B,SFT,42,145,1,96.65184536633016,2e-05,1
Qwen,1.5B,SFT,42,146,1,96.69145146432484,2e-05,1
Qwen,1.5B,SFT,42,147,1,96.7083816047869,2e-05,1
Qwen,1.5B,SFT,42,148,1,96.72671206912649,2e-05,1
Qwen,1.5B,SFT,42,149,1,96.70917158256765,2e-05,1
Qwen,1.5B,SFT,42,150,1,96.68118473300096,2e-05,1
Qwen,1.5B,SFT,42,151,1,96.7169101258778,2e-05,1
Qwen,1.5B,SFT,42,152,1,96.71215730342809,2e-05,1
Qwen,1.5B,SFT,42,153,1,96.7217673070159,2e-05,1
Qwen,1.5B,SFT,42,154,1,96.69796303189531,2e-05,1
Qwen,1.5B,SFT,42,155,1,96.67364285820597,2e-05,1
Qwen,1.5B,SFT,42,156,1,96.68788584341576,2e-05,1
Qwen,1.5B,SFT,42,157,1,96.66521772412105,2e-05,1
Qwen,1.5B,SFT,42,158,1,96.65853397443158,2e-05,1
Qwen,1.5B,SFT,42,159,1,96.59015759175085,2e-05,1
Qwen,1.5B,SFT,42,160,1,96.61852799674519,2e-05,1
Qwen,1.5B,SFT,42,161,1,96.60672775627789,2e-05,1
Qwen,1.5B,SFT,42,162,1,96.61060159484019,2e-05,1
Qwen,1.5B,SFT,42,163,1,96.51554391504816,2e-05,1
Qwen,1.5B,SFT,42,164,1,96.57447282421502,2e-05,1
Qwen,1.5B,SFT,42,165,1,96.57963511362269,2e-05,1
Qwen,1.5B,SFT,42,166,1,96.55428845465954,2e-05,1
Qwen,1.5B,SFT,42,167,1,96.59046542073112,2e-05,1
Qwen,1.5B,SFT,42,168,1,96.60081681798033,2e-05,1
Qwen,1.5B,SFT,42,169,1,96.60088632566043,2e-05,1
Qwen,1.5B,SFT,42,170,1,96.61060522245442,2e-05,1
Qwen,1.5B,SFT,42,171,1,96.57129600581844,2e-05,1
Qwen,1.5B,SFT,42,172,1,96.60952024190092,2e-05,1
Qwen,1.5B,SFT,42,173,1,96.58244042545323,2e-05,1
Qwen,1.5B,SFT,42,174,1,96.62294830948201,2e-05,1
Qwen,1.5B,SFT,42,175,1,96.59162787676028,2e-05,1
Qwen,1.5B,SFT,42,176,1,96.5543299778869,2e-05,1
Qwen,1.5B,SFT,42,177,1,96.5765430907091,2e-05,1
Qwen,1.5B,SFT,42,178,1,96.54995028147384,2e-05,1
Qwen,1.5B,SFT,42,179,1,96.58479545966557,2e-05,1
Qwen,1.5B,SFT,42,180,1,96.58789927232546,2e-05,1
Qwen,1.5B,SFT,42,181,1,96.60269300711228,2e-05,1
Qwen,1.5B,SFT,42,182,1,96.65490772054154,2e-05,1
Qwen,1.5B,SFT,42,183,1,96.6922482438823,2e-05,1
Qwen,1.5B,SFT,42,184,1,96.68768133666266,2e-05,1
Qwen,1.5B,SFT,42,185,1,96.66615578629761,2e-05,1
Qwen,1.5B,SFT,42,186,1,96.68449836427764,2e-05,1
Qwen,1.5B,SFT,42,187,1,96.6644239891684,2e-05,1
Qwen,1.5B,SFT,42,188,1,96.65275214033386,2e-05,1
Qwen,1.5B,SFT,42,189,1,96.65922905123253,2e-05,1
Qwen,1.5B,SFT,42,190,1,96.66599694861672,2e-05,1
Qwen,1.5B,SFT,42,191,1,96.672240461406,2e-05,1
Qwen,1.5B,SFT,42,192,1,96.63731936243042,2e-05,1
Qwen,1.5B,SFT,42,193,1,96.57874349786422,2e-05,1
Qwen,1.5B,SFT,42,194,1,96.51262809054077,2e-05,1
Qwen,1.5B,SFT,42,195,1,96.52242718352113,2e-05,1
Qwen,1.5B,SFT,42,196,1,96.54856479194741,2e-05,1
Qwen,1.5B,SFT,42,197,1,96.52919313754056,2e-05,1
Qwen,1.5B,SFT,42,198,1,96.53782245448443,2e-05,1
Qwen,1.5B,SFT,42,199,1,96.57487937612579,2e-05,1
Qwen,1.5B,SFT,42,200,1,96.57946481008962,2e-05,1
Qwen,1.5B,SFT,42,201,1,96.60574162821257,2e-05,1
Qwen,1.5B,SFT,42,202,1,96.56648086613829,2e-05,1
Qwen,1.5B,SFT,42,203,1,96.61670233509736,2e-05,1
Qwen,1.5B,SFT,42,204,1,96.63673104113441,2e-05,1
Qwen,1.5B,SFT,1337,0,1,98.78252621282961,2e-05,1
Qwen,1.5B,SFT,1337,1,1,97.65699826021694,2e-05,1
Qwen,1.5B,SFT,1337,2,1,97.48871977803478,2e-05,1
Qwen,1.5B,SFT,1337,3,1,95.90543452009109,2e-05,1
Qwen,1.5B,SFT,1337,4,1,95.37363100057146,2e-05,1
Qwen,1.5B,SFT,1337,5,1,95.32165162861638,2e-05,1
Qwen,1.5B,SFT,1337,6,1,95.31478708122407,2e-05,1
Qwen,1.5B,SFT,1337,7,1,94.14449223112206,2e-05,1
Qwen,1.5B,SFT,1337,8,1,93.34422854450663,2e-05,1
Qwen,1.5B,SFT,1337,9,1,93.07378465542806,2e-05,1
Qwen,1.5B,SFT,1337,10,1,92.9768350452494,2e-05,1
Qwen,1.5B,SFT,1337,11,1,92.92037550492245,2e-05,1
Qwen,1.5B,SFT,1337,12,1,92.87940684910568,2e-05,1
Qwen,1.5B,SFT,1337,13,1,93.18240021956808,2e-05,1
Qwen,1.5B,SFT,1337,14,1,93.13388638523622,2e-05,1
Qwen,1.5B,SFT,1337,15,1,92.83087967033569,2e-05,1
Qwen,1.5B,SFT,1337,16,1,92.73371674348364,2e-05,1
Qwen,1.5B,SFT,1337,17,1,92.87522984563859,2e-05,1
Qwen,1.5B,SFT,1337,18,1,92.71364450607565,2e-05,1
Qwen,1.5B,SFT,1337,19,1,92.73425395428609,2e-05,1
Qwen,1.5B,SFT,1337,20,1,93.15934316820322,2e-05,1
Qwen,1.5B,SFT,1337,21,1,93.36797639726994,2e-05,1
Qwen,1.5B,SFT,1337,22,1,93.4849972731742,2e-05,1
Qwen,1.5B,SFT,1337,23,1,93.66743828526447,2e-05,1
Qwen,1.5B,SFT,1337,24,1,93.81961462993608,2e-05,1
Qwen,1.5B,SFT,1337,25,1,94.00902513111649,2e-05,1
Qwen,1.5B,SFT,1337,26,1,94.18360879553008,2e-05,1
Qwen,1.5B,SFT,1337,27,1,94.31224632870928,2e-05,1
Qwen,1.5B,SFT,1337,28,1,94.41700800616537,2e-05,1
Qwen,1.5B,SFT,1337,29,1,94.48272010051933,2e-05,1
Qwen,1.5B,SFT,1337,30,1,94.5626409120842,2e-05,1
Qwen,1.5B,SFT,1337,31,1,94.70042566891964,2e-05,1
Qwen,1.5B,SFT,1337,32,1,94.77038932716918,2e-05,1
Qwen,1.5B,SFT,1337,33,1,94.88927447290143,2e-05,1
Qwen,1.5B,SFT,1337,34,1,94.99070068861654,2e-05,1
Qwen,1.5B,SFT,1337,35,1,95.09991843672131,2e-05,1
Qwen,1.5B,SFT,1337,36,1,95.1218062302803,2e-05,1
Qwen,1.5B,SFT,1337,37,1,95.20867904065233,2e-05,1
Qwen,1.5B,SFT,1337,38,1,95.26347784622199,2e-05,1
Qwen,1.5B,SFT,1337,39,1,95.2437165471779,2e-05,1
Qwen,1.5B,SFT,1337,40,1,95.29826796241177,2e-05,1
Qwen,1.5B,SFT,1337,41,1,95.32671998872661,2e-05,1
Qwen,1.5B,SFT,1337,42,1,95.41325504230088,2e-05,1
Qwen,1.5B,SFT,1337,43,1,95.43828881953536,2e-05,1
Qwen,1.5B,SFT,1337,44,1,95.49116945929394,2e-05,1
Qwen,1.5B,SFT,1337,45,1,95.58069735939948,2e-05,1
Qwen,1.5B,SFT,1337,46,1,95.60640898226723,2e-05,1
Qwen,1.5B,SFT,1337,47,1,95.65451237795877,2e-05,1
Qwen,1.5B,SFT,1337,48,1,95.70767603640732,2e-05,1
Qwen,1.5B,SFT,1337,49,1,95.69561130399424,2e-05,1
Qwen,1.5B,SFT,1337,50,1,95.72730745390567,2e-05,1
Qwen,1.5B,SFT,1337,51,1,95.79182871910476,2e-05,1
Qwen,1.5B,SFT,1337,52,1,95.82642385102885,2e-05,1
Qwen,1.5B,SFT,1337,53,1,95.70889420222667,2e-05,1
Qwen,1.5B,SFT,1337,54,1,95.72974164784314,2e-05,1
Qwen,1.5B,SFT,1337,55,1,95.8008206679155,2e-05,1
Qwen,1.5B,SFT,1337,56,1,95.82172129694796,2e-05,1
Qwen,1.5B,SFT,1337,57,1,95.88184971563236,2e-05,1
Qwen,1.5B,SFT,1337,58,1,95.97993392694507,2e-05,1
Qwen,1.5B,SFT,1337,59,1,96.01781237365537,2e-05,1
Qwen,1.5B,SFT,1337,60,1,96.10099946317527,2e-05,1
Qwen,1.5B,SFT,1337,61,1,96.13632607760043,2e-05,1
Qwen,1.5B,SFT,1337,62,1,96.13796673092173,2e-05,1
Qwen,1.5B,SFT,1337,63,1,96.14366804493896,2e-05,1
Qwen,1.5B,SFT,1337,64,1,96.18829897167294,2e-05,1
Qwen,1.5B,SFT,1337,65,1,96.23311367593573,2e-05,1
Qwen,1.5B,SFT,1337,66,1,96.23460682787066,2e-05,1
Qwen,1.5B,SFT,1337,67,1,96.30186033438477,2e-05,1
Qwen,1.5B,SFT,1337,68,1,96.31267017138426,2e-05,1
Qwen,1.5B,SFT,1337,69,1,96.276084386143,2e-05,1
Qwen,1.5B,SFT,1337,70,1,96.33787237356583,2e-05,1
Qwen,1.5B,SFT,1337,71,1,96.30647304023427,2e-05,1
Qwen,1.5B,SFT,1337,72,1,96.27943150807262,2e-05,1
Qwen,1.5B,SFT,1337,73,1,96.26451495263207,2e-05,1
Qwen,1.5B,SFT,1337,74,1,96.27581626658296,2e-05,1
Qwen,1.5B,SFT,1337,75,1,96.32443556084326,2e-05,1
Qwen,1.5B,SFT,1337,76,1,96.31621441528083,2e-05,1
Qwen,1.5B,SFT,1337,77,1,96.3641929173962,2e-05,1
Qwen,1.5B,SFT,1337,78,1,96.3684849032791,2e-05,1
Qwen,1.5B,SFT,1337,79,1,96.34323929928424,2e-05,1
Qwen,1.5B,SFT,1337,80,1,96.38516519180999,2e-05,1
Qwen,1.5B,SFT,1337,81,1,96.3421173300212,2e-05,1
Qwen,1.5B,SFT,1337,82,1,96.31881871841487,2e-05,1
Qwen,1.5B,SFT,1337,83,1,96.30299376949998,2e-05,1
Qwen,1.5B,SFT,1337,84,1,96.30754700838737,2e-05,1
Qwen,1.5B,SFT,1337,85,1,96.2805683764656,2e-05,1
Qwen,1.5B,SFT,1337,86,1,96.2997627312262,2e-05,1
Qwen,1.5B,SFT,1337,87,1,96.31683603289329,2e-05,1
Qwen,1.5B,SFT,1337,88,1,96.31870263475902,2e-05,1
Qwen,1.5B,SFT,1337,89,1,96.33783551441394,2e-05,1
Qwen,1.5B,SFT,1337,90,1,96.35486839409373,2e-05,1
Qwen,1.5B,SFT,1337,91,1,96.36317388168737,2e-05,1
Qwen,1.5B,SFT,1337,92,1,96.35180247704695,2e-05,1
Qwen,1.5B,SFT,1337,93,1,96.33335579949384,2e-05,1
Qwen,1.5B,SFT,1337,94,1,96.2996962033721,2e-05,1
Qwen,1.5B,SFT,1337,95,1,96.3233792773096,2e-05,1
Qwen,1.5B,SFT,1337,96,1,96.309160389823,2e-05,1
Qwen,1.5B,SFT,1337,97,1,96.33148116505372,2e-05,1
Qwen,1.5B,SFT,1337,98,1,96.40461775497029,2e-05,1
Qwen,1.5B,SFT,1337,99,1,96.37909029830432,2e-05,1
Qwen,1.5B,SFT,1337,100,1,96.33338443173484,2e-05,1
Qwen,1.5B,SFT,1337,101,1,96.36020999129123,2e-05,1
Qwen,1.5B,SFT,1337,102,1,96.38432222494973,2e-05,1
Qwen,1.5B,SFT,1337,103,1,96.41367364048212,2e-05,1
Qwen,1.5B,SFT,1337,104,1,96.43061194307623,2e-05,1
Qwen,1.5B,SFT,1337,105,1,96.3765706610956,2e-05,1
Qwen,1.5B,SFT,1337,106,1,96.39943065527234,2e-05,1
Qwen,1.5B,SFT,1337,107,1,96.38515100524715,2e-05,1
Qwen,1.5B,SFT,1337,108,1,96.27066557258513,2e-05,1
Qwen,1.5B,SFT,1337,109,1,96.29314913700509,2e-05,1
Qwen,1.5B,SFT,1337,110,1,96.39677854536482,2e-05,1
Qwen,1.5B,SFT,1337,111,1,96.42446883746696,2e-05,1
Qwen,1.5B,SFT,1337,112,1,96.40600104201664,2e-05,1
Qwen,1.5B,SFT,1337,113,1,96.46256047129302,2e-05,1
Qwen,1.5B,SFT,1337,114,1,96.4699407229176,2e-05,1
Qwen,1.5B,SFT,1337,115,1,96.50255096684003,2e-05,1
Qwen,1.5B,SFT,1337,116,1,96.50467856259496,2e-05,1
Qwen,1.5B,SFT,1337,117,1,96.48866173879802,2e-05,1
Qwen,1.5B,SFT,1337,118,1,96.48559847768308,2e-05,1
Qwen,1.5B,SFT,1337,119,1,96.49545762063497,2e-05,1
Qwen,1.5B,SFT,1337,120,1,96.55715161398155,2e-05,1
Qwen,1.5B,SFT,1337,121,1,96.56550911897232,2e-05,1
Qwen,1.5B,SFT,1337,122,1,96.59405300166215,2e-05,1
Qwen,1.5B,SFT,1337,123,1,96.60375913702747,2e-05,1
Qwen,1.5B,SFT,1337,124,1,96.6541818090195,2e-05,1
Qwen,1.5B,SFT,1337,125,1,96.70226207867022,2e-05,1
Qwen,1.5B,SFT,1337,126,1,96.71219785497304,2e-05,1
Qwen,1.5B,SFT,1337,127,1,96.7203194354802,2e-05,1
Qwen,1.5B,SFT,1337,128,1,96.70913316872395,2e-05,1
Qwen,1.5B,SFT,1337,129,1,96.69940073315534,2e-05,1
Qwen,1.5B,SFT,1337,130,1,96.7085186767823,2e-05,1
Qwen,1.5B,SFT,1337,131,1,96.73415677568276,2e-05,1
Qwen,1.5B,SFT,1337,132,1,96.73626416044402,2e-05,1
Qwen,1.5B,SFT,1337,133,1,96.6933347143488,2e-05,1
Qwen,1.5B,SFT,1337,134,1,96.67511489224368,2e-05,1
Qwen,1.5B,SFT,1337,135,1,96.66453774078653,2e-05,1
Qwen,1.5B,SFT,1337,136,1,96.67342099072756,2e-05,1
Qwen,1.5B,SFT,1337,137,1,96.68589551399272,2e-05,1
Qwen,1.5B,SFT,1337,138,1,96.68595193635,2e-05,1
Qwen,1.5B,SFT,1337,139,1,96.6612721753986,2e-05,1
Qwen,1.5B,SFT,1337,140,1,96.61921717867298,2e-05,1
Qwen,1.5B,SFT,1337,141,1,96.61198760259722,2e-05,1
Qwen,1.5B,SFT,1337,142,1,96.61992151884601,2e-05,1
Qwen,1.5B,SFT,1337,143,1,96.63495150201057,2e-05,1
Qwen,1.5B,SFT,1337,144,1,96.67661510507062,2e-05,1
Qwen,1.5B,SFT,1337,145,1,96.66016970456212,2e-05,1
Qwen,1.5B,SFT,1337,146,1,96.70342472903587,2e-05,1
Qwen,1.5B,SFT,1337,147,1,96.72651812132202,2e-05,1
Qwen,1.5B,SFT,1337,148,1,96.73885142674689,2e-05,1
Qwen,1.5B,SFT,1337,149,1,96.71928977604395,2e-05,1
Qwen,1.5B,SFT,1337,150,1,96.69272197143546,2e-05,1
Qwen,1.5B,SFT,1337,151,1,96.72034709603882,2e-05,1
Qwen,1.5B,SFT,1337,152,1,96.71689509719022,2e-05,1
Qwen,1.5B,SFT,1337,153,1,96.73360136203027,2e-05,1
Qwen,1.5B,SFT,1337,154,1,96.70565085338485,2e-05,1
Qwen,1.5B,SFT,1337,155,1,96.68793015213261,2e-05,1
Qwen,1.5B,SFT,1337,156,1,96.63368656587896,2e-05,1
Qwen,1.5B,SFT,1337,157,1,96.62330958099355,2e-05,1
Qwen,1.5B,SFT,1337,158,1,96.63076244968188,2e-05,1
Qwen,1.5B,SFT,1337,159,1,96.57510130838303,2e-05,1
Qwen,1.5B,SFT,1337,160,1,96.60740851695833,2e-05,1
Qwen,1.5B,SFT,1337,161,1,96.58393338305169,2e-05,1
Qwen,1.5B,SFT,1337,162,1,96.59052618326972,2e-05,1
Qwen,1.5B,SFT,1337,163,1,96.50323814062423,2e-05,1
Qwen,1.5B,SFT,1337,164,1,96.56426206179664,2e-05,1
Qwen,1.5B,SFT,1337,165,1,96.57724710698801,2e-05,1
Qwen,1.5B,SFT,1337,166,1,96.55306879892719,2e-05,1
Qwen,1.5B,SFT,1337,167,1,96.58701763250617,2e-05,1
Qwen,1.5B,SFT,1337,168,1,96.59561021985581,2e-05,1
Qwen,1.5B,SFT,1337,169,1,96.59374957764206,2e-05,1
Qwen,1.5B,SFT,1337,170,1,96.60928483564794,2e-05,1
Qwen,1.5B,SFT,1337,171,1,96.57324286864936,2e-05,1
Qwen,1.5B,SFT,1337,172,1,96.61152514655976,2e-05,1
Qwen,1.5B,SFT,1337,173,1,96.56339447898256,2e-05,1
Qwen,1.5B,SFT,1337,174,1,96.6047086650562,2e-05,1
Qwen,1.5B,SFT,1337,175,1,96.561210590428,2e-05,1
Qwen,1.5B,SFT,1337,176,1,96.54989677416373,2e-05,1
